image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees
20160328_150821_641_361,15,14,1,1075,1089,1247.64,0.011221,0.012023,23.22,86.0,15.6984,36169,4.03
20160328_150827_1281_1,4,2,1,277,279,299.3,0.006682,0.013365,27.48,86.0,3.3911,7813,98.49
20160328_150827_1281_1081,6,4,1,568,571,665.03,0.006015,0.009022,33.44,87.48,13.7218,31615,120.88
20160328_150827_1281_361,11,8,3,1128,1134,1297.2,0.006167,0.00848,19.74,78.0,14.076,32431,2.64
20160328_150827_1281_721,8,6,1,569,574,656.84,0.009135,0.012179,25.31,73.51,8.7847,20240,96.5
20160328_150827_1921_1,3,2,1,357,358,394.04,0.005076,0.007614,26.02,91.51,4.773,10997,96.54
20160328_150827_1_1,7,4,2,419,420,461.01,0.008677,0.015184,17.14,51.18,3.9054,8998,2.26
20160328_150827_1_361,5,1,4,548,545,600.09,0.001666,0.008332,16.81,48.38,6.207,14301,179.71
20160328_150827_641_361,14,9,5,1182,1189,1375.81,0.006542,0.010176,13.17,44.0,11.1554,25702,4.65
20160328_150927_1281_1,3,1,1,209,209,222.25,0.004499,0.013498,5.77,18.39,0.75,1728,84.29
20160328_150927_1281_361,3,5,2,516,525,592.52,0.008439,0.005063,11.21,61.12,3.8238,8810,124.05
20160328_150927_1281_721,9,7,3,992,998,1136.35,0.00616,0.00792,17.57,77.54,11.3155,26071,176.51
20160328_150927_1921_721,2,0,1,408,407,440.14,0.0,0.004544,15.53,56.0,4.8676,11215,175.16
20160328_150927_1_361,10,7,3,889,895,996.9,0.007022,0.010031,18.62,59.97,12.4253,28628,0.76
20160328_150927_1_721,13,6,4,1142,1148,1287.59,0.00466,0.010096,15.24,46.0,13.5091,31125,11.0
20160328_150927_641_361,11,8,1,894,906,1053.05,0.007597,0.010446,21.17,82.0,12.6259,29090,13.19
20160328_150927_641_721,9,4,4,843,847,927.77,0.004311,0.009701,18.22,61.56,11.2205,25852,175.15
20160328_150932_1281_361,6,8,1,813,824,935.84,0.008548,0.006411,25.57,84.0,12.2092,28130,173.8
20160328_150932_1281_721,5,4,2,395,400,452.61,0.008838,0.011047,8.59,39.16,1.5998,3686,146.29
20160328_150932_1921_361,20,19,6,1514,1547,1775.23,0.010703,0.011266,10.9,52.0,10.0469,23148,159.42
20160328_150932_1921_721,4,2,1,491,492,536.32,0.003729,0.007458,19.36,59.94,6.7756,15611,1.83
20160328_150932_1_1,2,0,1,85,84,98.08,0.0,0.020391,22.59,55.53,1.7695,4077,80.58
20160328_150932_1_361,13,16,2,1242,1267,1488.19,0.010751,0.008735,17.29,61.51,12.9288,29788,24.11
20160328_150932_1_721,11,10,2,997,1005,1155.36,0.008655,0.009521,19.39,86.36,9.2322,21271,3.92
20160328_150932_641_361,7,12,1,852,871,987.81,0.012148,0.007086,16.72,52.0,9.8177,22620,12.89
20160328_150932_641_721,10,9,1,924,950,1081.72,0.00832,0.009245,15.98,65.91,8.9865,20705,1.67
20160328_150933_1281_1,4,2,1,122,123,144.95,0.013798,0.027595,11.83,30.37,1.2088,2785,40.29
20160328_150933_1281_361,9,6,2,907,909,1031.61,0.005816,0.008724,13.69,58.0,8.023,18485,177.03
20160328_150933_1281_721,6,4,1,776,777,858.6,0.004659,0.006988,11.66,36.0,7.0412,16223,11.15
20160328_150933_1921_361,16,9,5,1005,1009,1155.22,0.007791,0.01385,18.01,74.39,9.9957,23030,4.78
20160328_150933_1921_721,10,9,1,1051,1062,1228.51,0.007326,0.00814,17.18,63.97,11.7292,27024,16.87
20160328_150933_1_361,4,2,1,463,465,509.74,0.003924,0.007847,16.91,56.76,4.9102,11313,0.19
20160328_150933_1_721,14,5,7,1386,1384,1543.89,0.003239,0.009068,14.32,48.0,12.6484,29142,160.05
20160328_150933_641_361,6,3,3,303,301,330.82,0.009068,0.018137,8.31,24.0,1.5894,3662,155.56
20160328_150933_641_721,9,8,1,944,953,1074.36,0.007446,0.008377,17.97,68.0,11.2665,25958,173.17
20160328_150940_1281_361,3,0,2,72,70,84.91,0.0,0.035331,13.78,32.78,0.7969,1836,178.65
20160328_150940_1281_721,9,8,1,909,918,1036.05,0.007722,0.008687,12.08,40.0,7.8494,18085,170.28
20160328_150940_1921_361,6,5,1,659,663,737.14,0.006783,0.00814,13.48,42.76,6.1519,14174,179.25
20160328_150940_1_1,4,2,1,457,460,519.23,0.003852,0.007704,16.36,43.54,5.497,12665,63.11
20160328_150940_1_1081,7,6,3,621,625,707.01,0.008486,0.009901,10.31,38.0,4.1467,9554,133.62
20160328_150940_1_361,6,4,2,570,574,657.26,0.006086,0.009129,15.23,53.15,6.1055,14067,70.81
20160328_150940_1_721,7,0,5,149,144,160.15,0.0,0.043708,5.63,18.39,0.4813,1109,31.29
20160328_150940_641_1081,1,0,1,121,120,136.57,0.0,0.007322,6.81,18.0,0.6046,1393,155.51
20160328_150940_641_361,13,5,4,798,799,910.01,0.005494,0.014286,9.16,34.0,5.4896,12648,7.29
20160328_150940_641_721,15,6,7,930,932,1043.84,0.005748,0.01437,9.65,36.79,6.3181,14557,176.01
20160328_151013_1081_1281,3,2,1,389,389,452.79,0.004417,0.006626,16.43,43.94,5.5282,12737,22.38
20160328_151013_1_1921,4,2,2,439,439,531.78,0.003761,0.007522,13.03,37.58,4.5495,10482,117.44
20160328_151013_361_1281,5,5,2,787,791,933.08,0.005359,0.005359,16.84,46.78,11.1923,25787,115.14
20160328_151013_361_1921,0,0,1,76,75,89.5,0.0,0.0,9.78,23.18,0.4748,1094,130.65
20160328_151013_361_641,2,1,2,112,111,124.25,0.008048,0.016096,9.72,25.98,0.4575,1054,93.27
20160328_151013_721_1,9,8,1,819,829,944.57,0.00847,0.009528,18.12,68.36,9.1146,21000,83.35
20160328_151013_721_1281,5,4,2,512,524,616.37,0.00649,0.008112,12.91,39.54,5.1949,11969,53.28
20160328_151013_721_641,6,12,2,1146,1158,1344.81,0.008923,0.004462,20.52,65.56,12.9358,29804,103.48
20160328_151014_1281_1,5,3,1,397,398,454.75,0.006597,0.010995,15.52,46.74,4.878,11239,108.7
20160328_151014_1281_361,7,4,2,555,557,642.74,0.006223,0.010891,12.96,34.38,5.2339,12059,127.19
20160328_151014_1281_721,12,11,1,1000,1019,1175.99,0.009354,0.010204,14.38,50.0,9.8637,22726,25.91
20160328_151014_1921_1081,6,5,1,653,661,770.35,0.006491,0.007789,9.99,36.36,5.0734,11689,35.75
20160328_151014_1921_721,1,0,1,86,85,97.01,0.0,0.010308,11.64,28.0,0.6224,1434,33.63
20160328_151014_1_361,11,9,1,899,912,1030.88,0.00873,0.010671,16.91,72.71,9.0061,20750,172.63
20160328_151014_641_361,11,10,2,1077,1087,1218.31,0.008208,0.009029,24.75,75.13,13.6202,31381,17.61
20160328_151014_641_721,2,1,3,165,162,180.64,0.005536,0.011072,13.86,43.59,1.0091,2325,2.49
20160328_151027_1281_1,4,1,2,518,517,582.45,0.001717,0.006868,7.83,23.18,3.0942,7129,172.1
20160328_151027_1281_1081,7,6,1,603,612,707.68,0.008478,0.009891,11.33,58.33,4.0122,9244,68.28
20160328_151027_1281_361,4,2,2,669,667,787.95,0.002538,0.005076,8.74,35.58,4.4019,10142,3.82
20160328_151027_1281_721,2,1,1,334,334,389.5,0.002567,0.005135,7.17,19.58,1.898,4373,165.83
20160328_151027_1921_1,10,5,3,818,818,932.74,0.005361,0.010721,8.08,26.0,4.8615,11201,156.38
20160328_151027_641_1,10,9,1,541,557,651.85,0.013807,0.015341,11.68,46.0,4.0404,9309,59.97
20160328_151027_641_1081,1,1,1,113,114,126.84,0.007884,0.007884,12.17,29.18,0.6667,1536,79.37
20160328_151027_641_361,8,4,3,663,666,772.87,0.005176,0.010351,7.22,21.58,3.7018,8529,66.48
20160328_151027_641_721,9,6,2,503,511,586.8,0.010225,0.015337,9.53,28.0,3.5521,8184,84.68
20160328_151056_1281_1,11,7,2,497,506,584.7,0.011972,0.018813,5.61,18.0,1.898,4373,128.39
20160328_151056_1281_361,13,8,4,384,394,460.69,0.017365,0.028219,7.36,23.18,2.0378,4695,146.83
20160328_151056_1_361,27,25,3,983,1027,1168.25,0.0214,0.023112,6.86,33.17,3.6454,8399,177.39
20160328_151056_641_1,12,2,6,524,526,629.14,0.003179,0.019074,5.21,14.79,2.0282,4673,36.97
20160328_151056_641_1081,9,8,1,436,446,500.26,0.015992,0.017991,7.42,26.79,2.0508,4725,91.65
20160328_151056_641_361,22,14,6,1234,1247,1426.35,0.009815,0.015424,7.71,28.0,6.3576,14648,166.63
20160328_151056_641_721,12,12,2,559,582,663.19,0.018094,0.018094,7.44,25.97,2.5117,5787,82.84
20160328_151151_1281_1081,2,0,1,193,192,215.2,0.0,0.009294,7.99,26.0,0.9939,2290,99.63
20160328_151151_1281_721,4,1,1,331,333,365.31,0.002737,0.01095,8.26,22.0,1.9288,4444,3.69
20160328_151151_1921_1081,6,2,2,283,285,340.5,0.005874,0.017621,8.09,22.39,1.9905,4586,49.8
20160328_151151_1921_721,1,0,1,525,524,619.27,0.0,0.001615,10.46,41.15,4.5056,10381,27.48
20160328_151151_1_1,5,3,1,362,366,428.96,0.006994,0.011656,12.91,33.99,4.0043,9226,62.42
20160328_151151_641_1,1,0,1,80,79,95.98,0.0,0.010419,13.64,32.78,0.7886,1817,53.97
20160328_151151_641_1081,3,2,1,296,299,335.45,0.005962,0.008943,8.99,25.97,1.543,3555,54.13
20160328_151151_641_361,5,5,1,452,457,518.3,0.009647,0.009647,11.81,34.0,3.9891,9191,73.7
20160328_151151_641_721,6,5,2,630,633,719.16,0.006953,0.008343,12.79,46.74,5.9358,13676,47.88
20160328_151201_1281_361,5,2,2,348,349,391.25,0.005112,0.01278,23.77,83.48,3.898,8981,179.67
20160328_151201_1281_721,10,10,1,1351,1365,1673.17,0.005977,0.005977,82.07,200.61,41.9484,96649,15.72
20160328_151201_1921_1081,7,5,1,479,488,553.03,0.009041,0.012658,32.57,90.29,9.7786,22530,7.94
20160328_151201_1921_721,8,7,1,596,604,702.17,0.009969,0.011393,38.51,147.91,11.9492,27531,27.92
20160328_151201_1_1,8,6,1,709,719,818.83,0.007328,0.00977,24.8,74.39,14.283,32908,19.41
20160328_151201_641_1,0,0,1,73,72,81.94,0.0,0.0,22.72,67.16,0.5178,1193,35.1
20160328_151201_641_361,8,6,1,774,787,921.21,0.006513,0.008684,17.73,59.12,10.4774,24140,26.23
20160328_151212_1281_721,16,14,1,935,956,1079.02,0.012975,0.014828,18.02,58.39,10.6506,24539,7.35
20160328_151212_1921_1081,3,0,2,335,333,394.3,0.0,0.007608,7.87,22.0,2.0764,4784,115.27
20160328_151212_1921_721,18,16,2,1332,1353,1572.95,0.010172,0.011443,42.29,165.89,24.7118,56936,173.62
20160328_151212_1_361,20,16,1,1079,1098,1293.92,0.012365,0.015457,28.88,85.51,17.0755,39342,15.08
20160328_151212_1_721,1,0,2,139,137,158.12,0.0,0.006324,25.71,67.2,2.0365,4692,33.57
20160328_151212_641_721,23,22,2,1314,1338,1584.04,0.013889,0.01452,23.31,69.97,17.0078,39186,16.57
20160328_151241_1281_361,20,17,1,1098,1123,1270.05,0.013385,0.015747,23.54,74.3,13.0269,30014,10.26
20160328_151241_1281_721,12,10,2,822,834,958.26,0.010436,0.012523,19.77,106.79,6.931,15969,162.39
20160328_151241_1921_361,19,15,4,973,981,1114.38,0.01346,0.01705,23.13,77.11,11.3572,26167,179.16
20160328_151241_1921_721,11,8,5,399,405,464.23,0.017233,0.023695,23.35,70.0,3.6341,8373,179.91
20160328_151241_1_1,4,2,1,144,146,164.64,0.012148,0.024295,15.2,42.34,1.3776,3174,74.62
20160328_151241_1_361,15,12,2,1109,1126,1271.8,0.009435,0.011794,34.2,152.0,17.9314,41314,25.7
20160328_151241_1_721,24,24,2,1573,1613,1906.68,0.012587,0.012587,25.86,81.91,22.3754,51553,164.63
20160328_151241_641_361,25,26,2,1541,1572,1846.21,0.014083,0.013541,31.0,82.79,24.7248,56966,171.52
20160328_151241_641_721,16,13,2,863,880,995.15,0.013063,0.016078,11.48,36.0,7.204,16598,175.94
20160328_151243_1281_1081,4,4,1,522,534,647.49,0.006178,0.006178,16.76,48.0,7.3255,16878,43.14
20160328_151243_1281_361,13,13,2,1268,1275,1495.78,0.008691,0.008691,29.37,87.58,21.3524,49196,176.98
20160328_151243_1281_721,7,5,2,433,436,517.6,0.00966,0.013524,21.71,60.39,5.9206,13641,25.57
20160328_151243_1921_1,2,3,2,279,285,328.49,0.009133,0.006088,13.25,38.77,2.605,6002,161.55
20160328_151243_1921_1081,15,13,3,944,961,1091.89,0.011906,0.013738,19.2,94.0,9.6202,22165,168.71
20160328_151243_1921_361,6,7,1,558,570,656.16,0.010668,0.009144,19.96,62.72,8.0295,18500,175.66
20160328_151243_1_1,9,4,3,351,351,387.87,0.010313,0.023204,8.8,29.18,1.5655,3607,178.6
20160328_151243_1_361,23,21,9,1562,1604,1900.16,0.011052,0.012104,22.75,78.31,16.4991,38014,30.8
20160328_151243_1_721,4,2,2,583,584,661.87,0.003022,0.006043,29.64,78.0,10.9175,25154,167.13
20160328_151243_641_1,8,7,1,659,666,754.64,0.009276,0.010601,26.15,85.59,8.2522,19013,179.26
20160328_151243_641_361,15,16,7,1375,1388,1619.96,0.009877,0.009259,24.81,96.0,17.3958,40080,167.54
20160328_151243_641_721,8,7,1,679,685,808.02,0.008663,0.009901,24.39,77.94,10.5781,24372,28.2
20160328_151247_1281_1,19,13,2,1241,1262,1445.91,0.008991,0.013141,21.24,85.59,13.8963,32017,14.04
20160328_151247_1281_1081,14,13,3,732,744,873.23,0.014887,0.016032,16.11,46.0,7.0916,16339,125.62
20160328_151247_1281_361,11,9,1,791,801,920.29,0.009779,0.011953,23.33,90.0,10.8129,24913,80.92
20160328_151247_1281_721,9,7,1,566,573,670.34,0.010442,0.013426,18.1,56.0,7.6046,17521,108.07
20160328_151247_1921_1,3,4,1,344,351,390.76,0.010236,0.007677,28.25,79.09,3.4909,8043,91.62
20160328_151247_1_1,3,2,1,185,186,201.74,0.009914,0.014871,11.58,30.0,1.3902,3203,80.97
20160328_151247_641_1,3,3,1,330,333,373.59,0.00803,0.00803,16.09,56.0,3.1467,7250,83.53
20160328_151247_641_1081,10,8,1,673,682,780.58,0.010249,0.012811,30.09,99.46,11.6866,26926,76.51
20160328_151247_641_361,11,9,1,600,616,715.41,0.01258,0.015376,15.26,46.39,6.0742,13995,59.39
20160328_151247_641_721,11,11,1,644,658,776.47,0.014167,0.014167,24.89,83.96,9.4896,21864,86.05
20160328_151252_1281_1,10,8,2,574,584,684.65,0.011685,0.014606,14.76,46.0,5.5569,12803,63.48
20160328_151252_1281_361,16,12,3,748,760,909.95,0.013188,0.017583,15.99,47.58,7.6693,17670,44.64
20160328_151252_1281_721,4,3,2,277,280,320.59,0.009358,0.012477,12.67,41.18,2.3754,5473,67.72
20160328_151252_1921_721,2,2,1,353,354,412.82,0.004845,0.004845,7.82,24.77,2.0655,4759,30.33
20160328_151252_1_1,7,5,1,285,290,329.76,0.015162,0.021227,9.64,29.59,1.9336,4455,70.94
20160328_151252_641_1,5,3,2,394,398,466.76,0.006427,0.010712,14.17,52.36,3.3941,7820,156.13
20160328_151252_641_361,9,8,1,742,753,873.12,0.009163,0.010308,8.94,40.36,4.1107,9471,31.44
20160328_151343_1281_1,5,3,1,191,194,233.35,0.012856,0.021427,7.87,18.78,1.2595,2902,137.32
20160328_151343_1281_361,11,9,1,999,1014,1140.75,0.00789,0.009643,11.67,38.0,8.5052,19596,172.9
20160328_151343_1921_361,2,1,1,101,101,118.81,0.008417,0.016833,11.96,32.0,1.0056,2317,162.47
20160328_151343_1_1081,4,2,4,406,403,480.87,0.004159,0.008318,12.31,40.0,3.4796,8017,145.27
20160328_151343_1_361,5,3,1,700,704,796.78,0.003765,0.006275,17.23,65.52,8.5321,19658,2.33
20160328_151343_1_721,4,2,1,122,124,142.64,0.014021,0.028043,8.09,22.0,0.5959,1373,145.54
20160328_151343_641_1,2,1,1,235,236,282.81,0.003536,0.007072,6.85,22.0,1.2487,2877,142.66
20160328_151343_641_361,14,15,1,1153,1172,1350.94,0.011103,0.010363,13.63,51.99,10.7396,24744,174.56
20160328_151343_641_721,12,12,1,891,905,1032.16,0.011626,0.011626,9.51,31.96,6.2361,14368,155.49
20160328_151355_1281_1081,6,5,2,785,790,906.39,0.005516,0.00662,58.09,196.0,13.2344,30492,44.32
20160328_151355_1281_361,21,15,2,1661,1688,1975.46,0.007593,0.01063,16.59,71.15,15.2517,35140,7.68
20160328_151355_1281_721,13,13,1,1246,1264,1427.61,0.009106,0.009106,51.14,205.73,18.7682,43242,142.55
20160328_151355_1921_1,7,4,2,439,442,530.64,0.007538,0.013192,11.07,41.54,3.8837,8948,125.66
20160328_151355_1921_361,3,2,1,118,121,143.37,0.01395,0.020925,13.25,37.15,1.1411,2629,134.84
20160328_151355_1_361,20,21,1,1140,1173,1343.66,0.015629,0.014885,17.24,63.19,12.0616,27790,0.0
20160328_151355_1_721,10,5,1,341,354,426.07,0.011735,0.02347,17.18,50.76,3.2765,7549,45.72
20160328_151355_641_361,9,7,1,730,738,822.5,0.008511,0.010942,10.66,37.15,5.5677,12828,177.49
20160328_151355_641_721,11,10,2,589,602,681.94,0.014664,0.01613,11.98,33.6,4.7665,10982,15.99
20160328_151402_1281_1081,13,9,2,722,730,839.35,0.010723,0.015488,48.11,170.76,10.7166,24691,177.65
20160328_151402_1281_361,4,3,1,411,412,474.55,0.006322,0.008429,20.18,56.0,5.1398,11842,166.72
20160328_151402_1281_721,26,24,4,1515,1536,1745.59,0.013749,0.014895,24.14,135.09,15.1914,35001,167.14
20160328_151402_1921_361,30,26,2,1440,1479,1702.26,0.015274,0.017624,24.92,147.97,13.0382,30040,166.72
20160328_151402_1921_721,23,21,2,1383,1410,1617.11,0.012986,0.014223,13.39,52.73,10.1146,23304,173.82
20160328_151402_1_1081,10,8,1,485,496,566.42,0.014124,0.017655,18.47,53.98,5.5564,12802,154.53
20160328_151402_1_721,17,15,1,657,678,779.9,0.019233,0.021798,14.48,48.79,5.9948,13812,154.98
20160328_151402_641_1,12,8,2,611,618,706.23,0.011328,0.016992,17.38,48.33,7.1628,16503,90.94
20160328_151402_641_1081,3,1,1,202,203,231.17,0.004326,0.012978,38.98,111.05,2.8077,6469,5.13
20160328_151402_641_361,13,12,1,723,740,851.84,0.014087,0.015261,14.61,46.0,6.3793,14698,82.51
20160328_151402_641_721,27,26,1,1412,1447,1680.62,0.015471,0.016066,41.45,220.27,21.8941,50444,20.01
20160328_151409_1281_1081,13,6,4,689,698,777.53,0.007717,0.01672,6.5,22.4,3.0872,7113,173.03
20160328_151409_1281_361,8,9,1,719,731,868.52,0.010362,0.009211,14.17,45.97,6.6315,15279,29.92
20160328_151409_1281_721,1,1,1,227,228,270.66,0.003695,0.003695,11.33,32.76,2.0872,4809,34.3
20160328_151409_1921_1081,10,4,3,694,696,816.12,0.004901,0.012253,7.97,30.0,3.9657,9137,26.95
20160328_151409_1921_721,6,5,1,358,362,415.43,0.012036,0.014443,8.19,23.18,2.316,5336,43.01
20160328_151409_1_1,3,2,1,287,290,319.82,0.006253,0.00938,12.91,48.0,1.7669,4071,88.69
20160328_151409_641_1,6,5,3,747,752,846.85,0.005904,0.007085,13.03,49.18,5.6089,12923,173.7
20160328_151409_641_1081,11,9,1,809,821,960.18,0.009373,0.011456,10.55,40.0,6.2956,14505,30.92
20160328_151409_641_361,15,9,3,1326,1337,1539.96,0.005844,0.00974,17.78,65.15,13.9935,32241,175.59
20160328_151409_641_721,11,10,1,651,663,771.11,0.012968,0.014265,25.62,81.98,8.5343,19663,96.8
20160328_151413_1281_361,10,8,1,965,979,1107.82,0.007221,0.009027,13.2,36.79,9.553,22010,1.64
20160328_151413_1281_721,9,6,4,788,788,901.91,0.006653,0.009979,9.45,28.0,5.5499,12787,6.06
20160328_151413_1921_361,4,2,1,245,246,290.32,0.006889,0.013778,10.79,33.17,2.1107,4863,30.33
20160328_151413_1921_721,10,9,2,792,801,917.39,0.00981,0.0109,12.65,54.33,6.1866,14254,175.93
20160328_151413_1_1081,5,5,1,472,478,562.5,0.008889,0.008889,14.17,45.14,4.0482,9327,117.22
20160328_151413_1_361,8,7,1,882,888,1021.79,0.006851,0.007829,21.1,79.18,10.8993,25112,163.47
20160328_151413_1_721,13,13,2,1198,1213,1408.09,0.009232,0.009232,14.77,63.94,10.7257,24712,26.28
20160328_151413_641_361,2,1,1,663,664,755.13,0.001324,0.002649,10.79,29.98,5.8602,13502,177.18
20160328_151413_641_721,5,4,1,698,703,789.16,0.005069,0.006336,9.57,34.0,5.0256,11579,177.52
20160328_151423_1281_1081,7,6,3,822,825,911.16,0.006585,0.007683,10.8,38.0,5.941,13688,1.54
20160328_151423_1281_361,5,1,3,404,403,429.51,0.002328,0.011641,9.18,30.0,1.7656,4068,179.13
20160328_151423_1281_721,5,2,4,555,554,605.36,0.003304,0.00826,7.58,30.8,2.3164,5337,4.92
20160328_151423_1921_1,3,1,1,217,217,262.56,0.003809,0.011426,7.13,18.79,1.3064,3010,124.55
20160328_151423_1921_1081,4,4,1,405,411,464.85,0.008605,0.008605,12.7,42.76,2.6641,6138,83.9
20160328_151423_1921_361,2,1,1,418,419,487.76,0.00205,0.0041,8.86,24.38,3.0278,6976,118.7
20160328_151423_1921_721,7,9,1,556,566,643.04,0.013996,0.010886,10.9,41.97,3.8364,8839,102.25
20160328_151423_1_1081,12,7,3,667,673,773.65,0.009048,0.015511,7.25,21.18,3.5378,8151,174.87
20160328_151423_1_361,8,5,2,751,755,864.77,0.005782,0.009251,11.54,42.34,6.6793,15389,17.31
20160328_151423_1_721,3,1,2,420,420,477.16,0.002096,0.006287,10.38,30.36,3.4683,7991,119.1
20160328_151423_641_1081,5,5,1,943,948,1101.26,0.00454,0.00454,9.59,33.17,6.9596,16035,4.35
20160328_151423_641_361,1,2,1,169,173,193.3,0.010347,0.005173,10.92,37.56,1.0451,2408,176.34
20160328_151423_641_721,7,7,2,1054,1066,1235.83,0.005664,0.005664,15.36,57.94,11.079,25526,33.64
20160328_151429_1281_1,17,15,2,1104,1118,1294.87,0.011584,0.013129,10.92,32.0,9.0716,20901,16.01
20160328_151429_1281_1081,21,13,3,514,529,599.83,0.021673,0.03501,12.63,48.0,3.622,8345,88.96
20160328_151429_1281_721,15,8,1,287,307,341.79,0.023406,0.043886,11.11,32.36,1.3989,3223,76.69
20160328_151429_1921_1,20,13,1,551,576,666.71,0.019499,0.029998,10.25,34.0,2.8798,6635,169.84
20160328_151429_1_721,10,9,1,805,818,923.21,0.009749,0.010832,22.25,89.58,7.9978,18427,172.43
20160328_151429_641_1,6,4,1,226,230,271.01,0.01476,0.02214,22.85,67.16,2.6042,6000,116.78
20160328_151429_641_361,11,7,3,783,790,899.35,0.007783,0.012231,10.71,46.0,6.0282,13889,125.74
20160328_151429_641_721,23,18,2,820,843,961.47,0.018721,0.023922,10.03,31.58,4.6806,10784,6.22
20160328_151504_1281_721,9,7,1,778,788,887.0,0.007892,0.010147,22.67,63.97,13.5273,31167,174.96
20160328_151504_1921_721,22,21,1,1017,1035,1216.43,0.017264,0.018086,22.67,82.0,12.2852,28305,7.34
20160328_151504_1_1,4,2,3,329,327,368.01,0.005435,0.010869,7.79,24.38,1.6376,3773,18.29
20160328_151504_1_361,4,4,1,591,597,679.43,0.005887,0.005887,13.45,51.13,5.1111,11776,16.27
20160328_151504_641_1081,46,35,1,1082,1153,1362.59,0.025686,0.033759,17.56,60.74,6.5885,15180,102.36
20160328_151504_641_361,4,1,2,380,379,439.06,0.002278,0.00911,9.77,29.98,2.6502,6106,30.78
20160328_151504_641_721,6,4,1,679,684,798.74,0.005008,0.007512,19.75,66.76,10.8394,24974,133.67
20160328_151506_1281_361,7,6,1,442,448,502.26,0.011946,0.013937,16.31,70.0,3.7843,8719,175.82
20160328_151506_1281_721,7,6,2,497,503,585.43,0.010249,0.011957,15.33,42.34,4.7786,11010,164.65
20160328_151506_1921_361,21,23,1,799,839,954.98,0.024084,0.02199,8.24,22.0,4.1315,9519,170.36
20160328_151506_1_721,13,10,1,826,839,946.28,0.010568,0.013738,22.31,65.18,12.9948,29940,176.71
20160328_151506_641_721,25,23,2,972,1012,1153.25,0.019944,0.021678,20.91,72.0,12.9523,29842,6.82
20160328_151657_1281_1,5,3,3,341,341,378.69,0.007922,0.013203,11.24,30.37,2.467,5684,93.41
20160328_151657_1281_1081,19,15,2,705,733,843.6,0.017781,0.022523,8.74,24.79,4.3451,10011,80.29
20160328_151657_1281_361,6,5,3,493,494,577.67,0.008655,0.010387,12.05,30.39,4.4501,10253,52.86
20160328_151657_1281_721,29,24,2,1272,1309,1527.7,0.01571,0.018983,10.64,36.79,8.8364,20359,4.24
20160328_151657_1921_1081,10,6,2,452,468,570.72,0.010513,0.017522,15.02,46.0,5.0321,11594,54.92
20160328_151657_1921_721,2,1,1,140,141,169.99,0.005883,0.011765,10.94,25.98,1.1732,2703,38.16
20160328_151657_1_1,5,4,1,738,741,831.71,0.004809,0.006012,10.45,29.58,6.1011,14057,166.64
20160328_151657_1_361,9,8,3,825,838,983.39,0.008135,0.009152,9.94,30.37,6.378,14695,30.76
20160328_151657_1_721,2,1,1,59,60,73.25,0.013651,0.027302,11.39,26.79,0.5,1152,35.82
20160328_151657_641_1,17,13,3,1132,1148,1304.57,0.009965,0.013031,11.59,50.33,8.5395,19675,23.71
20160328_151657_641_1081,5,2,2,595,597,709.67,0.002818,0.007046,9.51,30.37,4.3615,10049,123.34
20160328_151657_641_361,6,3,1,437,444,506.96,0.005918,0.011835,15.59,56.34,5.0503,11636,112.38
20160328_151657_641_721,13,8,4,1191,1197,1372.63,0.005828,0.009471,22.73,99.08,13.1793,30365,179.49
20160328_151728_1281_361,8,6,1,679,687,768.6,0.007806,0.010409,8.9,27.97,4.6489,10711,0.07
20160328_151728_1921_361,13,6,3,699,702,805.97,0.007444,0.01613,8.82,26.0,4.5321,10442,1.13
20160328_151728_1921_721,1,0,1,73,72,82.77,0.0,0.012082,10.95,32.39,0.49,1129,24.43
20160328_151728_1_361,9,7,1,727,742,825.26,0.008482,0.010906,7.84,32.78,4.0625,9360,175.88
20160328_151728_641_361,7,4,2,706,706,800.44,0.004997,0.008745,10.09,34.36,5.5282,12737,7.18
20160328_151804_1281_361,2,0,2,427,425,476.78,0.0,0.004195,10.59,35.19,3.1497,7257,9.2
20160328_151804_1281_721,1,0,1,272,271,292.95,0.0,0.003414,6.44,23.99,1.1215,2584,1.12
20160328_151804_1921_721,18,14,17,1018,1060,1236.45,0.011323,0.014558,9.73,34.0,6.3277,14579,18.95
20160328_151804_1_361,7,1,3,259,257,277.3,0.003606,0.025244,8.06,22.0,1.3876,3197,6.08
20160328_151804_1_721,20,5,10,595,589,669.77,0.007465,0.029861,6.34,21.58,2.4931,5744,168.2
20160328_151804_641_361,23,11,14,919,955,1073.47,0.010247,0.021426,10.2,37.99,4.8967,11282,174.95
20160328_151808_1281_361,3,4,1,554,558,628.0,0.006369,0.004777,13.94,38.38,4.4744,10309,5.96
20160328_151808_1281_721,3,1,4,584,580,629.71,0.001588,0.004764,8.05,27.18,2.6302,6060,172.14
20160328_151808_1921_1,3,0,2,118,116,131.33,0.0,0.022844,6.13,14.39,0.4857,1119,164.26
20160328_151808_1921_1081,16,13,11,818,935,1135.48,0.011449,0.014091,4.86,14.0,2.1719,5004,34.32
20160328_151808_1921_361,1,0,1,469,468,591.85,0.0,0.00169,6.68,21.18,2.6562,6120,139.87
