image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160328_153848_1921_361,2,1,1,564,564,672.94,0.001486,0.002972,10.7,33.56,4.9735,11459,32.04,0.2638389715344381,0.3917885858653783,0.19511111111111112,0.0888238019097715,23.49,Low
20160328_153848_1_1,10,4,4,391,391,431.59,0.009268,0.02317,13.11,38.76,3.4097,7856,82.55,0.16579493071305754,0.20631129982036334,0.2528888888888889,0.5539831736875924,29.47,Moderate
20160328_153848_1_1081,15,0,8,373,365,406.84,0.0,0.03687,6.17,21.19,1.4891,3431,9.47,0.04538094887296062,0.18729094419735062,0.05766666666666668,0.0,7.26,Low
20160328_153848_1_361,3,2,1,592,594,716.19,0.002793,0.004189,15.92,57.12,7.553,17402,38.0,0.4255633629519795,0.4250261770045823,0.45688888888888884,0.16694810143606448,36.86,Moderate
20160328_153848_1_721,4,2,3,259,262,290.58,0.006883,0.013766,8.46,29.97,0.8919,2055,142.69,0.007938883916745956,0.09794522521830182,0.1552222222222222,0.4114227648350991,16.81,Low
20160328_153848_641_1,15,10,4,1010,1016,1142.75,0.008751,0.013126,17.54,68.0,10.9852,25310,38.4,0.6407486532110551,0.7528372030470996,0.5777777777777777,0.5230801416638025,62.36,High
20160328_153848_641_1081,17,12,3,1444,1450,1689.83,0.007101,0.01006,19.67,86.8,17.5421,40417,176.59,1.0,1.0,0.7866666666666666,0.4244534437155366,80.28,High
20160328_153848_641_361,13,5,5,821,820,945.09,0.00529,0.013755,14.71,52.0,7.849,18084,167.83,0.4441213857701971,0.600935647796809,0.4,0.3162031709977734,44.03,Moderate
20160328_153848_641_721,11,9,3,766,783,886.14,0.010156,0.012413,16.12,48.0,8.9462,20612,57.7,0.512911462243671,0.5556326189492695,0.35555555555555557,0.6070622693106591,50.78,High
20160328_153915_1281_361,15,14,1,984,1002,1139.52,0.012286,0.013163,21.42,63.12,12.8663,29644,176.38,0.7586861421412885,0.7503549505758943,0.5235555555555556,0.7343803702984204,69.17,High
20160328_153915_1921_361,9,4,4,412,413,469.33,0.008523,0.019176,13.4,43.55,2.7287,6287,8.2,0.12309893902655018,0.23531446027339364,0.30611111111111106,0.509451725220042,29.35,Moderate
20160328_153915_1921_721,24,21,2,1237,1268,1521.08,0.013806,0.015778,35.73,132.0,17.6033,40558,0.46,1.0,1.0,1.0,0.8252364799234896,95.63,High
20160328_153915_1_361,7,6,1,257,265,298.97,0.020069,0.023414,13.79,42.0,1.4727,3393,123.83,0.044352734095194496,0.10439293364969889,0.28888888888888886,1.0,35.94,Moderate
20160328_153915_1_721,32,28,3,1224,1256,1456.07,0.01923,0.021977,17.27,55.58,11.3273,26098,164.16,0.6621969626911639,0.9936233777461841,0.43977777777777777,1.0,77.39,High
20160328_153915_641_361,21,23,2,1158,1181,1378.99,0.016679,0.015228,23.39,89.17,14.3424,33045,3.57,0.8512317417425417,0.9343874580927773,0.8130000000000001,0.9969664818661366,89.89,High
20160328_153918_1281_721,6,4,1,860,861,980.71,0.004079,0.006118,24.08,71.94,16.8407,38801,166.9,1.0,0.6283095899096054,0.6215555555555555,0.24381715207937954,62.34,High
20160328_153918_1921_721,7,7,1,856,866,981.98,0.007128,0.007128,29.83,109.45,17.5087,40340,7.56,1.0,0.6292855839153115,1.0,0.42606733513650824,76.38,High
20160328_153918_1_361,8,7,1,1073,1080,1272.2,0.005502,0.006288,31.72,110.27,21.0516,48503,24.12,1.0,0.8523194266995844,1.0,0.32887520734021725,79.53,High
20160328_153918_1_721,2,0,1,73,72,80.28,0.0,0.024911,23.41,69.57,0.6254,1441,23.78,0.0,0.0,0.5952222222222221,0.0,14.88,Low
20160328_153918_641_721,5,5,1,847,854,995.66,0.005022,0.005022,25.8,86.0,16.2643,37473,24.64,0.9717272284125835,0.6397986532051222,0.7777777777777778,0.3001838043007218,67.24,High
20160328_154011_1281_1,13,13,2,696,714,820.04,0.015853,0.015853,8.08,27.97,3.8832,8947,164.0,0.19548149761990222,0.5048348206995265,0.13299999999999998,0.9475933591356713,44.52,Moderate
20160328_154011_1281_361,18,17,4,1058,1089,1242.67,0.01368,0.014485,11.52,48.76,7.2378,16676,10.62,0.40580157649149917,0.8296256448188745,0.364,0.817704986625622,60.43,High
20160328_154011_1281_721,12,5,5,384,385,455.42,0.010979,0.02635,7.64,28.36,2.0334,4685,35.33,0.07950639421064921,0.22462463616365197,0.13733333333333334,0.6562560707721274,27.44,Low
20160328_154011_1921_1,14,13,1,812,832,945.91,0.013743,0.014801,14.08,46.0,7.1675,16514,13.87,0.4013940460721725,0.6015658171548239,0.3333333333333333,0.8214707332745558,53.94,High
20160328_154011_1921_1081,6,6,2,515,522,607.74,0.009873,0.009873,11.59,37.97,4.1441,9548,26.16,0.21183889002960818,0.34168243691101746,0.2441111111111111,0.5901462962686232,34.69,Moderate
20160328_154011_1921_361,8,6,2,325,341,398.16,0.015069,0.020092,17.55,47.17,3.4015,7837,174.65,0.16528082332417446,0.1806203709929971,0.3463333333333333,0.9007307341711621,39.82,Moderate
20160328_154011_1921_721,1,0,1,334,333,381.88,0.0,0.002619,13.01,34.0,3.2148,7407,25.81,0.1535754758236298,0.1681092037387487,0.2,0.0,13.04,Low
20160328_154011_1_1,15,20,4,1081,1107,1278.48,0.015644,0.011733,26.83,91.09,10.6801,24607,157.2,0.6216200965832235,0.8571456017829183,0.8343333333333334,0.9351006440622245,81.2,High
20160328_154011_1_1081,12,7,3,210,218,249.89,0.028012,0.04802,8.08,20.0,0.7808,1799,83.62,0.0009733557576109129,0.06667499207485184,0.044444444444444446,1.0,27.8,Moderate
20160328_154011_1_361,17,11,4,980,991,1131.0,0.009726,0.015031,11.29,42.34,6.9926,16111,39.15,0.39042851164343517,0.7438073372462753,0.2926666666666667,0.5813595540877777,50.21,High
20160328_154011_1_721,12,13,2,580,597,675.29,0.019251,0.01777,10.48,30.0,3.8637,8902,77.42,0.1942589251707291,0.3935945590255431,0.15555555555555556,1.0,43.59,Moderate
20160328_154011_641_1081,4,3,1,410,412,465.85,0.00644,0.008586,10.82,34.76,2.9418,6778,79.41,0.13645946153520616,0.23264008299791553,0.20844444444444443,0.3849429907798981,24.06,Low
20160328_154011_641_361,10,11,1,902,925,1044.71,0.010529,0.009572,17.21,49.94,9.9288,22876,2.73,0.5745165744773894,0.6774935398034565,0.37711111111111106,0.6293578804226004,56.46,High
20160328_154017_1281_1,2,0,1,378,377,468.54,0.0,0.004269,23.54,57.94,8.4015,19357,124.63,0.47876093849676876,0.23470734589189143,0.46599999999999997,0.0,29.49,Moderate
20160328_154017_1281_1081,1,0,1,96,95,110.33,0.0,0.009064,36.43,99.46,1.273,2933,58.05,0.03183233829520109,0.0,0.9273333333333332,0.0,23.98,Low
20160328_154017_1281_361,5,4,1,974,975,1068.61,0.003743,0.004679,14.87,50.76,10.2734,23670,10.19,0.5961216240150846,0.6958606710919414,0.3862222222222222,0.22373316995173265,47.55,High
20160328_154017_1281_721,5,4,1,1119,1121,1254.38,0.003189,0.003986,17.42,62.76,11.7695,27117,8.03,0.6899211440770283,0.838624770651015,0.5195555555555555,0.19061850894364826,55.97,High
20160328_154017_1921_1081,7,4,2,697,697,816.29,0.0049,0.008575,15.4,79.13,6.7587,15572,64.55,0.37576391185566116,0.5019529486354336,0.7014444444444444,0.2928914060281833,46.8,Moderate
20160328_154017_1921_361,1,0,1,368,367,422.92,0.0,0.002365,11.47,30.8,3.4457,7939,23.76,0.16805198754230022,0.19964841160818073,0.16444444444444445,0.0,13.3,Low
20160328_154017_1921_721,4,2,2,396,396,459.37,0.004354,0.008707,10.95,40.0,3.1128,7172,2.38,0.1471804814741089,0.22766020807116308,0.26666666666666666,0.2602549350707572,22.54,Low
20160328_154017_1_1,3,0,2,570,568,653.74,0.0,0.004589,11.74,36.0,4.9536,11413,24.42,0.2625913206760512,0.3770334008972229,0.2222222222222222,0.0,21.55,Low
20160328_154017_1_1081,5,5,2,824,827,913.57,0.005473,0.005473,13.37,48.33,7.3663,16972,171.98,0.4138580154514348,0.5767125524740874,0.3592222222222222,0.32714176840658105,41.92,Moderate
20160328_154017_1_361,1,0,1,208,207,238.07,0.0,0.004201,11.44,30.8,1.5295,3524,29.1,0.047913868203555185,0.05759133132883122,0.16444444444444445,0.0,6.75,Low
20160328_154017_1_721,11,5,4,583,587,655.76,0.007625,0.016774,11.08,34.79,4.6337,10676,6.14,0.2425348629073086,0.3785857693157476,0.20877777777777776,0.45577489203365257,32.14,Moderate
20160328_154017_641_1081,1,1,1,320,320,357.28,0.002799,0.002799,14.58,48.0,2.2999,5299,169.26,0.09621488434934851,0.14920412299829972,0.35555555555555557,0.16730674397405818,19.21,Low
20160328_154017_641_361,6,2,3,1020,1019,1181.79,0.001692,0.005077,11.56,44.8,8.513,19614,8.15,0.4857515450651176,0.7828394124823487,0.31999999999999995,0.10113719571422165,42.24,Moderate
20160328_154017_641_721,8,4,3,1120,1126,1236.18,0.003236,0.006472,14.12,47.97,9.8876,22781,174.72,0.5719334983283673,0.8246380848999513,0.3552222222222222,0.19342787549126556,48.63,High
20160328_154159_1281_1081,12,6,4,737,741,854.08,0.007025,0.01405,18.33,63.51,7.8511,18089,27.73,0.4442530474185696,0.5309945340493186,0.5278888888888889,0.4199106382342832,48.08,High
20160328_154159_1281_361,6,4,2,783,783,891.94,0.004485,0.006727,28.15,96.66,13.8524,31916,175.74,0.8205106904556276,0.5600899144083998,0.8962222222222221,0.2680852971502862,63.62,High
20160328_154159_1281_721,9,19,1,768,809,907.58,0.020935,0.009916,12.56,50.74,4.4809,10324,101.94,0.23295491058763412,0.5721092421637097,0.386,1.0,54.78,High
20160328_154159_1921_1081,1,0,1,458,457,527.42,0.0,0.001896,27.95,75.9,10.4983,24188,137.8,0.6102219595955479,0.2799565797942344,0.6655555555555556,0.0,38.89,Moderate
20160328_154159_1921_361,5,3,1,713,717,818.48,0.003665,0.006109,22.6,82.69,12.0556,27776,6.6,0.707858476267204,0.5036359619208639,0.741,0.21907081695781463,54.29,High
20160328_154159_1921_721,4,3,2,650,651,764.08,0.003926,0.005235,30.26,83.12,13.8303,31865,136.44,0.8191251083465646,0.46182960451109056,0.7457777777777779,0.23467176736054032,56.54,High
20160328_154159_1_361,17,29,3,1274,1318,1518.07,0.019103,0.011198,27.21,78.0,13.1671,30337,171.87,0.7775451058700718,1.0,0.6888888888888889,1.0,86.66,High
20160328_154159_1_721,2,1,1,432,431,461.24,0.002168,0.004336,23.76,68.71,3.8381,8843,179.34,0.1926539069810454,0.22909730160712405,0.5856666666666666,0.12958950372838804,28.43,Moderate
20160328_154159_641_361,11,11,1,928,939,1049.6,0.01048,0.01048,28.7,73.91,17.3672,40014,176.58,1.0,0.6812515009750335,0.6434444444444444,0.6264289663623186,73.78,High
20160328_154202_1281_1,1,0,1,200,199,224.68,0.0,0.004451,28.38,74.73,2.648,6101,66.08,0.11803936996766452,0.04730112681197708,0.6525555555555556,0.0,20.45,Low
20160328_154202_1281_1081,20,23,2,1274,1304,1537.62,0.014958,0.013007,26.68,81.2,18.5764,42800,177.76,1.0,1.0,0.7244444444444444,0.8940958472182787,90.46,High
20160328_154202_1281_361,6,7,1,998,1005,1164.89,0.006009,0.005151,27.97,80.69,20.2148,46575,19.13,1.0,0.7698517757135037,0.7187777777777777,0.35918050180068434,71.2,High
20160328_154202_1921_1081,4,4,1,763,766,829.79,0.004821,0.004821,39.0,138.0,14.9379,34417,176.09,0.8885672234595978,0.5123276880661679,1.0,0.28816927927793295,67.23,High
20160328_154202_1921_361,2,1,1,108,108,121.25,0.008247,0.016494,16.0,45.14,1.1445,2637,75.45,0.023775899335265423,0.0,0.3237777777777778,0.49295416847233225,21.01,Low
20160328_154202_1921_721,10,12,3,1062,1097,1235.76,0.009711,0.008092,29.49,127.06,11.6528,26848,31.05,0.6826045181888999,0.8243153152287729,1.0,0.5804629477427934,77.18,High
20160328_154202_1_1081,7,4,2,342,345,395.12,0.010124,0.017716,15.68,45.94,3.2595,7510,128.94,0.1563779880532728,0.17828413337303917,0.33266666666666667,0.605149509108026,31.81,Moderate
20160328_154202_641_1,4,3,2,442,444,541.34,0.005542,0.007389,31.47,110.71,8.6411,19909,59.76,0.49378290561583943,0.290654088896147,1.0,0.3312661575935085,52.89,High
20160328_154202_641_1081,15,16,1,1221,1244,1431.64,0.011176,0.010478,22.65,88.36,16.1897,37301,173.39,0.9670501050942084,0.9748489418726408,0.804,0.6680315007695871,85.35,High
20160328_154202_641_361,7,3,2,353,352,419.1,0.007158,0.016702,15.44,56.0,3.2183,7415,139.29,0.15379491190425063,0.19671274459889151,0.4444444444444444,0.42786054782647676,30.57,Moderate
20160328_154202_641_721,12,18,3,611,646,744.58,0.024175,0.016116,19.39,58.33,6.1224,14106,97.36,0.3358704323987968,0.44684386977780777,0.4703333333333333,1.0,56.33,High
20160328_154318_1281_361,6,5,4,314,319,360.01,0.013889,0.016666,11.16,36.76,1.4718,3391,17.18,0.04429630767446344,0.1513021258609593,0.23066666666666663,0.8301977016990689,31.41,Moderate
20160328_154318_1281_721,26,29,2,1192,1239,1426.22,0.020333,0.01823,16.29,64.79,10.0165,23078,13.75,0.5800150156975168,0.9706836761160053,0.5421111111111112,1.0,77.32,High
20160328_154318_1921_721,15,19,2,960,985,1133.29,0.016765,0.013236,15.18,54.79,9.0812,20923,179.82,0.5213754253533313,0.7455672004534146,0.431,1.0,67.45,High
20160328_154318_1_1,35,35,2,1644,1714,1968.74,0.017778,0.017778,16.68,56.78,13.7548,31691,3.41,0.8143915586074586,1.0,0.45311111111111113,1.0,81.69,High
20160328_154318_1_1081,19,14,5,642,653,784.72,0.017841,0.024212,11.34,38.77,4.1298,9515,132.53,0.21094233690021458,0.4776914283518575,0.25300000000000006,1.0,48.54,High
20160328_154318_1_721,19,23,1,684,744,871.99,0.026376,0.021789,9.31,43.54,2.8837,6644,134.15,0.1328168225969006,0.544758355027426,0.306,1.0,49.59,High
20160328_154318_641_1,31,31,3,1183,1239,1442.79,0.021486,0.021486,14.86,72.71,8.4983,19580,26.56,0.4848299135265102,0.98341770814321,0.6301111111111111,1.0,77.46,High
20160328_154318_641_361,30,23,9,911,943,1091.7,0.021068,0.02748,18.66,84.0,6.7496,15551,76.19,0.3751933780460471,0.7136053180145825,0.7555555555555555,1.0,71.11,High
20160328_154318_641_721,27,18,6,901,928,1051.44,0.017119,0.025679,8.64,51.94,3.4818,8022,169.25,0.17031531397384633,0.6826655395344818,0.3993333333333333,1.0,56.31,High
20160328_154321_1281_1,2,1,1,169,170,187.4,0.005336,0.010673,19.06,63.15,1.6497,3801,90.26,0.05544993017230434,0.01865147599880884,0.5238888888888888,0.31895276378905835,22.92,Low
20160328_154321_1281_361,0,0,2,287,285,300.74,0.0,0.0,18.84,54.0,1.6975,3911,90.68,0.058446800073354344,0.1057531772639507,0.4222222222222222,0.0,14.66,Low
20160328_154321_1281_721,5,4,2,769,773,875.72,0.004568,0.00571,17.42,52.77,10.2214,23550,5.08,0.5928614308172896,0.547624857107177,0.4085555555555556,0.27304651892586557,45.55,Moderate
20160328_154321_1921_1081,3,2,1,248,250,278.17,0.00719,0.010785,15.66,50.0,2.6936,6206,77.92,0.12089830861803857,0.0884081499341973,0.37777777777777777,0.4297733080291098,25.42,Low
20160328_154321_1921_721,4,5,1,830,837,969.13,0.005159,0.004127,17.67,68.71,10.3602,23870,22.67,0.6015636388144808,0.6194103689756867,0.5856666666666666,0.3083728089182444,52.88,High
20160328_154321_1_721,6,4,2,779,784,883.0,0.00453,0.006795,18.33,57.58,11.023,25397,5.52,0.64311856288176,0.5532195314076025,0.46199999999999997,0.27077511618523886,48.23,High
20160328_154321_641_1,8,8,3,437,450,508.82,0.015723,0.015723,15.1,42.34,3.2648,7522,77.65,0.15671027697535575,0.26566249435633393,0.2926666666666667,0.9398227708124748,41.37,Moderate
20160328_154321_641_361,5,2,2,427,428,452.44,0.00442,0.011051,21.09,60.0,3.599,8292,126.15,0.17766328787349195,0.2223345084967195,0.4888888888888889,0.2642000029886878,28.83,Moderate
20160328_154321_641_721,17,13,2,907,922,1062.42,0.012236,0.016001,27.76,89.08,17.5169,40359,176.0,1.0,0.6911036609381456,0.8119999999999999,0.7313916824818063,80.86,High
20160328_154325_1281_1,1,1,1,292,293,342.71,0.002918,0.002918,17.55,47.54,3.6667,8448,115.92,0.18190780863292888,0.13800708940527767,0.35044444444444445,0.17441982097759978,21.12,Low
20160328_154325_1281_361,13,22,2,1454,1482,1691.59,0.013005,0.007685,16.43,56.34,15.3464,35358,152.06,0.9141785488691987,1.0,0.44822222222222224,0.7773577011013313,78.49,High
20160328_154325_1281_721,10,6,3,729,734,843.77,0.007111,0.011852,21.96,92.36,8.3138,19155,42.13,0.4732624972766415,0.5230713071211059,0.8484444444444444,0.4250511812788595,56.75,High
20160328_154325_1921_1,3,2,1,251,252,288.04,0.006944,0.010415,18.47,50.33,3.3872,7804,112.18,0.16438427019478086,0.09599323720688964,0.3814444444444444,0.41506896397136833,26.42,Low
20160328_154325_1921_1081,5,4,1,454,457,531.56,0.007525,0.009406,11.61,37.99,3.5534,8187,96.16,0.17480434922311788,0.28313816655299284,0.24433333333333335,0.4497975164004243,28.8,Moderate
20160328_154325_1921_721,4,1,2,279,279,305.51,0.003273,0.013093,26.18,89.88,3.553,8186,93.21,0.17477927081390407,0.10941891852947677,0.8208888888888889,0.19563950447555997,32.52,Moderate
20160328_154325_1_361,9,6,4,775,779,864.74,0.006938,0.010408,21.66,63.19,12.2713,28273,172.55,0.7213820084357498,0.5391867357035132,0.5243333333333333,0.4147103214333746,54.99,High
20160328_154325_641_361,3,2,2,663,663,764.9,0.002615,0.003922,18.4,53.98,9.3012,21430,2.66,0.5351685504209253,0.4624597738691055,0.422,0.15630837280891824,39.4,Moderate
20160328_154325_641_721,2,1,1,199,200,218.64,0.004574,0.009147,19.76,52.0,2.0174,4648,176.29,0.07850325784209691,0.04265939154074487,0.4,0.27340516146385924,19.86,Low
20160328_154452_1281_361,2,3,1,733,739,835.93,0.003589,0.002393,25.76,104.36,13.9618,32168,3.22,0.827369635375604,0.5170462732591092,0.9817777777777777,0.2145280114765612,63.52,High
20160328_154452_1281_721,2,2,1,109,113,132.05,0.015145,0.015145,10.56,32.76,0.6367,1467,4.6,0.0,0.0,0.1862222222222222,0.9052735396524155,27.29,Low
20160328_154452_1921_721,5,11,1,761,781,928.05,0.011853,0.005388,22.32,62.0,13.5503,31220,17.28,0.8015702218968995,0.5878404211375711,0.5111111111111111,0.7084983338065423,65.23,High
20160328_154452_1_361,6,4,2,745,747,852.21,0.004694,0.007041,25.26,71.51,13.3142,30676,174.41,0.7867676908584496,0.5295574405133576,0.6167777777777779,0.2805780122237332,55.34,High
20160328_154452_1_721,1,0,2,152,150,174.44,0.0,0.005733,30.65,72.0,2.987,6882,139.94,0.1392933217763664,0.008691726145303993,0.6222222222222222,0.0,19.26,Low
20160328_154452_641_361,5,2,2,680,679,748.59,0.002672,0.006679,23.63,64.0,13.6055,31347,179.36,0.8050310423684048,0.4499255516383444,0.5333333333333333,0.15971547691985832,48.7,High
20160328_154454_361_1,4,2,2,132,133,143.36,0.013951,0.027903,9.29,29.16,0.4596,1059,88.5,0.0,0.0,0.14622222222222223,0.8339036745916705,24.5,Low
20160328_154454_361_1921,6,8,2,607,640,785.39,0.010186,0.00764,37.41,118.68,14.5195,33453,119.2,0.8623352074219552,0.47820632282730874,1.0,0.6088554820006276,73.73,High
20160328_154454_721_1,11,12,1,913,932,1082.77,0.011083,0.010159,15.0,48.33,8.6359,19897,81.21,0.49345688629605994,0.706742620005956,0.3592222222222222,0.6624725414306848,55.55,High
20160328_154454_721_1281,13,12,1,952,964,1135.48,0.010568,0.011449,27.67,93.48,17.3377,39946,93.11,1.0,0.7472502137388449,0.8608888888888889,0.6316890569195593,81.0,High
20160328_154454_721_1921,3,4,1,413,415,498.67,0.008021,0.006016,28.89,85.09,7.3416,16915,119.2,0.4123094236824822,0.257862227302856,0.7676666666666667,0.4794452995412364,47.93,High
20160328_154454_721_641,11,12,1,899,913,1058.8,0.011334,0.010389,18.73,60.73,11.7496,27071,78.38,0.6886734932186412,0.6883216937722746,0.49699999999999994,0.6774757542700877,63.79,High
20160329_103609_1_1921,3,0,3,265,262,299.28,0.0,0.010024,14.95,51.94,2.4058,5543,84.14,0.10285439318870405,0.1046311684069972,0.3993333333333333,0.0,15.17,Low
20160329_103609_361_1,7,8,1,913,926,1068.08,0.00749,0.006554,17.68,68.0,12.0221,27699,96.06,0.7057581594955477,0.6954533665068829,0.5777777777777777,0.4477054349287945,60.67,High
20160329_103609_361_1281,11,12,2,800,815,903.23,0.013286,0.012179,15.97,46.0,7.5829,17471,101.68,0.42743797404071165,0.568766270569362,0.3333333333333333,0.7941541266307026,53.09,High
20160329_103609_361_1921,15,9,7,1601,1606,1859.91,0.004839,0.008065,15.75,72.0,16.6688,38405,115.48,0.9970877697300466,1.0,0.6222222222222222,0.28924520689191413,72.71,High
20160329_103609_361_641,4,3,1,605,610,692.84,0.00433,0.005773,18.91,79.09,7.3255,16878,71.81,0.41130001771162644,0.40708172028549755,0.7010000000000001,0.25882036491878235,44.46,Moderate
20160329_103609_721_1281,3,1,2,283,282,317.62,0.003148,0.009445,13.51,36.0,2.411,5555,101.99,0.10318041250848355,0.11872544404845391,0.2222222222222222,0.18816778493402472,15.81,Low
20160329_103609_721_1921,4,1,2,127,127,145.23,0.006886,0.027543,7.85,19.6,0.7569,1744,64.73,0.0,0.0,0.040000000000000015,0.41160208610409593,11.29,Low
20160329_103609_721_641,2,1,1,365,365,393.58,0.002541,0.005082,17.4,49.54,3.349,7716,84.37,0.16198928211486224,0.17710064457871835,0.37266666666666665,0.15188511484032932,21.59,Low
20160329_103800_1_641,1,1,1,287,286,306.3,0.003265,0.003265,19.55,68.0,1.7582,4051,89.66,0.06225244867154964,0.11002603291097901,0.5777777777777777,0.19516131442490173,23.63,Low
20160329_103800_361_1,7,7,1,1168,1176,1344.17,0.005208,0.005208,20.24,62.36,17.3277,39923,105.44,1.0,0.9076283153536538,0.5151111111111111,0.31130172297852626,68.35,High
20160329_103800_361_1281,4,2,2,932,931,1035.8,0.001931,0.003862,26.44,94.0,15.339,35341,62.58,0.9137145982987432,0.6706462117791718,0.8666666666666667,0.11542312347763713,64.16,High
20160329_103800_361_1921,4,3,2,361,364,411.63,0.007288,0.009717,16.01,56.79,3.6901,8502,80.73,0.18337489557193662,0.19097205544721854,0.4532222222222222,0.43563113614967347,31.58,Moderate
20160329_103800_361_641,3,7,3,987,1000,1131.72,0.006185,0.002651,25.81,78.0,14.9045,34340,80.26,0.8864731762902448,0.7443606566825812,0.6888888888888889,0.3697006829151661,67.24,High
20160329_103800_721_1,3,2,2,320,321,363.66,0.0055,0.008249,13.29,35.15,3.3381,7691,79.98,0.16130589546378596,0.15410714800334302,0.21277777777777776,0.32875565982755267,21.42,Low
20160329_103800_721_1281,2,1,2,378,377,418.01,0.002392,0.004785,24.22,76.73,5.3038,12220,95.02,0.28454746794273966,0.19587508045226182,0.6747777777777778,0.14297882514681928,32.45,Moderate
20160329_103800_721_1921,4,5,2,785,791,917.34,0.005451,0.00436,29.14,85.58,17.6992,40779,75.61,1.0,0.5796097945225219,0.7731111111111111,0.32582674576727083,66.96,High
20160329_103800_721_641,6,4,6,845,850,967.22,0.004136,0.006203,18.17,60.39,9.901,22812,88.86,0.5727736250370298,0.6179425354710422,0.49322222222222223,0.24722425619031962,48.28,High
20160329_111111_361_1281,2,1,3,352,350,371.54,0.002692,0.005383,14.51,51.99,1.9488,4490,87.52,0.07420231066192894,0.16016292183402345,0.3998888888888889,0.16091095204650396,19.88,Low
20160329_111111_361_1921,13,17,2,972,1008,1141.79,0.014889,0.011386,12.08,56.0,6.3103,14539,102.14,0.34765101512698293,0.7520994437986918,0.4444444444444444,0.8899714580313512,60.85,High
20160329_111111_361_641,1,0,3,429,426,462.45,0.0,0.002162,15.37,45.96,3.9062,9000,90.54,0.19692350614969614,0.23002718565980465,0.3328888888888889,0.0,19.0,Low
20160329_111111_721_1,3,4,1,683,688,765.87,0.005223,0.003917,12.77,45.15,6.2969,14508,95.83,0.34681088841832036,0.4632052181096842,0.3238888888888889,0.3121983293235105,36.15,Moderate
20160329_111111_721_1281,4,7,2,766,785,851.27,0.008223,0.004699,17.25,64.39,7.0104,16152,89.26,0.39154450085344955,0.5288350512492916,0.5376666666666666,0.49151959832035735,48.74,High
20160329_111111_721_1921,2,2,3,339,339,375.45,0.005327,0.005327,14.16,36.79,2.3715,5464,98.78,0.10070391959862006,0.16316775377285087,0.23099999999999998,0.31841479998206784,20.33,Low
20160329_111111_721_641,4,2,2,487,488,536.88,0.003725,0.00745,20.71,66.0,5.8056,13376,92.46,0.31600833230146125,0.28722658238791926,0.5555555555555556,0.22265724233775158,34.54,Moderate
20160330_165325_1281_1081,5,5,1,477,490,604.32,0.008274,0.008274,9.8,36.0,3.7921,8737,51.84,0.18976988992145755,0.3390541695885648,0.2222222222222222,0.4945680598933038,31.14,Moderate
20160330_165325_1281_361,7,6,2,854,859,998.18,0.006011,0.007013,7.39,24.77,4.635,10679,161.6,0.24261636773725348,0.6417352712321925,0.09744444444444444,0.3593000493133489,33.53,Moderate
20160330_165325_1281_721,12,12,3,1340,1351,1594.56,0.007526,0.007526,9.05,34.0,9.194,21183,170.76,0.5284475367516249,1.0,0.2,0.44985729015675663,54.46,High
20160330_165325_1921_1081,15,9,3,949,967,1134.76,0.007931,0.013219,8.6,33.56,5.9844,13788,28.51,0.3272183812200332,0.746696894302539,0.19511111111111112,0.474065661471331,43.58,Moderate
20160330_165325_1921_361,21,16,6,1487,1526,1801.87,0.00888,0.011655,7.08,25.98,7.4761,17225,167.4,0.420742038780625,1.0,0.1108888888888889,0.530790956230667,51.56,High
20160330_165325_1921_721,13,13,2,819,841,973.55,0.013353,0.013353,6.82,21.58,3.9145,9019,121.35,0.19744388314088263,0.6228071355152308,0.06199999999999998,0.7981589683049657,42.01,Moderate
20160330_165325_1_721,8,10,1,1240,1250,1419.0,0.007047,0.005638,11.53,44.0,10.7413,24748,173.41,0.625457093192936,0.965135111768605,0.3111111111111111,0.4212256608735934,58.07,High
20160330_165325_641_361,5,3,2,544,544,620.63,0.004834,0.008056,7.14,21.58,2.8971,6675,168.11,0.13365694930556316,0.3515883918193259,0.06199999999999998,0.28894633811025267,20.9,Low
20160330_165325_641_721,11,15,2,1113,1129,1307.53,0.011472,0.008413,15.6,69.51,10.4106,23986,13.94,0.6047235183754206,0.8794705040394243,0.5945555555555556,0.6857245326439426,69.11,High
20160330_165333_1281_1081,6,4,3,697,698,775.46,0.005158,0.007737,16.66,57.58,6.3238,14570,178.23,0.34849741143794893,0.4705751256015909,0.46199999999999997,0.30831303516191216,39.73,Moderate
20160330_165333_1281_721,3,0,3,430,427,453.1,0.0,0.006621,20.96,78.0,3.9158,9022,179.21,0.19752538797082753,0.22284171797999988,0.6888888888888889,0.0,27.73,Moderate
20160330_165333_1921_1081,1,1,3,206,204,220.57,0.004534,0.004534,10.99,33.56,0.819,1887,0.82,0.003368343837529527,0.04414259502973132,0.19511111111111112,0.27101421121056796,12.84,Low
20160330_165333_1921_361,6,3,3,574,574,655.19,0.004579,0.009158,12.54,36.79,5.0109,11545,174.68,0.2661838027959291,0.37814772476200553,0.23099999999999998,0.27370403024552065,28.73,Moderate
